Activities,OpportunityId,NULL,0
Activities,QuoteId,NULL,0
Activities,SenderContactId,NULL,0
Activities,TicketId,NULL,0
Activities,BusinessProcessQueueId,NULL,0
Activities,TeamId,NULL,0
Activities,OwnerId,NULL,0
Activities,BusinessUnitId,NULL,0
MoveTypes,TransportModeId,NULL,0
MoveTypes,AutomaticLastUpdateDate,NULL,0
TariffSurchargesUpdates,CreatedByUserId,NULL,0
TariffSurchargesUpdates,UpdateMethodCode,NULL,0
Occasions,CreatedByUserId,NULL,0
Occasions,UpdatedByUserId,NULL,0
Occasions,OwnerId,NULL,0
Occasions,IndustryId,NULL,0
Occasions,OccasionTypeId,NULL,0
Occasions,OccasionStatusId,NULL,0
ShipmentReceivables,DueTypeCode,NULL,0
ShipmentReceivables,ChargesTypeId,NULL,0
ShipmentReceivables,ARInvoiceId,NULL,0
ShipmentReceivables,CurrencyId,NULL,0
ShipmentReceivables,DueTypeCode,NULL,0
ShipmentReceivables,ARInvoiceLineId,NULL,0
ShipmentReceivables,MeasurementId,NULL,0
ShipmentReceivables,PrepaidCollectId,NULL,0
ShipmentReceivables,ShipmentId,NULL,0
ShipmentReceivables,ShipmentReceivableLineStatusCode,NULL,0
ShipmentReceivables,UpdateByUserId,NULL,0
ShipmentReceivables,CreatedByUserId,NULL,0
ShipmentReceivables,IATACodeId,NULL,0
ShipmentReceivables,ShipmentId,NULL,0
ShipmentReceivables,VatTypeId,NULL,0
ShipmentReceivables,ShipmentReceivableParentId,NULL,0
EntityLastActivities,EntityId,NULL,0
EntityLastActivities,UserId,NULL,0
EntityLastActivities,ObjectTableId,NULL,0
EntityLastActivities,UserId,NULL,0
EntityLastActivities,ActivityTypeCode,NULL,0
EntityLastActivities,Tenant; UserId; ObjectTableId,NULL,0
ActivityEmailRecipients,ActivityId,NULL,0
ActivityEmailRecipients,ContactId,NULL,0
ActivityEmailRecipients,SenderContactId,NULL,0
Warehouses,TypeCode,NULL,0
ARInvoiceStockLines,ARInvoiceStockId,NULL,0
ARInvoiceStockLines,CreatedByUserId,NULL,0
ARInvoiceStockLines,UpdatedByUserId,NULL,0
ARInvoiceStockLines,ARInvoiceId,NULL,0
Blobs,BlobTypeCode,NULL,0
ActivityInvitees,ActivityId,NULL,0
ActivityInvitees,ContactId,NULL,0
ObjectFieldModifications,ObjectFieldId,NULL,0
BIReports,CreatedByUserId,NULL,0
BIReports,UpdatedByUserId,NULL,0
BIReports,DWQueryId,NULL,0
BIReports,TypeCode,NULL,0
BIReports,BIReportFolderId,NULL,0
BIReports,LastRunByUserId,NULL,0
CRMFilterSettings,UserId,NULL,0
OccasionTypes,CreatedByUserId,NULL,0
OccasionTypes,UpdatedByUserId,NULL,0
Shipments,AccountingInformationIdentifierCode1,NULL,0
Shipments,AccountingInformationIdentifierCode2,NULL,0
Shipments,AccountingInformationIdentifierCode3,NULL,0
Shipments,AccountingInformationIdentifierCode4,NULL,0
Shipments,AccountingInformationIdentifierCode5,NULL,0
Shipments,AccountingInformationIdentifierCode6,NULL,0
Shipments,AccountManagerUserId,NULL,0
Shipments,AWBSpecialHandlingCodeId1,NULL,0
Shipments,AWBSpecialHandlingCodeId2,NULL,0
Shipments,AWBSpecialHandlingCodeId3,NULL,0
Shipments,AWBSpecialHandlingCodeId4,NULL,0
Shipments,AWBSpecialHandlingCodeId5,NULL,0
Shipments,AWBSpecialHandlingCodeId6,NULL,0
Shipments,AWBSpecialHandlingCodeId7,NULL,0
Shipments,AWBSpecialHandlingCodeId8,NULL,0
Shipments,AWBSpecialHandlingCodeId9,NULL,0
Shipments,CargonautFHLStatusCode,NULL,0
Shipments,ComputedStatusId,NULL,0
Shipments,ConsolidatorAddressId,NULL,0
Shipments,ConsolidatorContactId,NULL,0
Shipments,ConsolidatorId,NULL,0
Shipments,CountryForStatisticsId,NULL,0
Shipments,AgentAddressId,NULL,0
Shipments,AgentContactId,NULL,0
Shipments,AWBChargesCodeCode,NULL,0
Shipments,AWBHandlingCodeCode1,NULL,0
Shipments,AWBCurrencyId,NULL,0
Shipments,ChargeableWeightUnitCode,NULL,0
Shipments,ShipperContactId,NULL,0
Shipments,ConsigneeNotImporterAddressId,NULL,0
Shipments,ConsigneeNotImporterId,NULL,0
Shipments,ConsigneeNotImporterContactId,NULL,0
Shipments,ConsigneeContactId,NULL,0
Shipments,CustomAgentExportAddressId,NULL,0
Shipments,CustomAgentExportId,NULL,0
Shipments,CustomAgentExportContactId,NULL,0
Shipments,CustomAgentImportAddressId,NULL,0
Shipments,CustomAgentImportContactId,NULL,0
Shipments,CustomerAddressId,NULL,0
Shipments,CustomerId,NULL,0
Shipments,CustomerContactId,NULL,0
Shipments,DirectionId,NULL,0
Shipments,FreightForwarderAddressId,NULL,0
Shipments,FreightForwarderId,NULL,0
Shipments,FreightForwarderContactId,NULL,0
Shipments,FreightPrepaidCollectId,NULL,0
Shipments,FromPortId,NULL,0
Shipments,IssuingCarrierAddressId,NULL,0
Shipments,IssuingCarrierAgentId,NULL,0
Shipments,NextLegCode,NULL,0
Shipments,Notify1AddressId,NULL,0
Shipments,Notify1ContactId,NULL,0
Shipments,Notify2AddressId,NULL,0
Shipments,Notify2ContactId,NULL,0
Shipments,OnCarriageFromPortId,NULL,0
Shipments,OnCarriageCarrierId,NULL,0
Shipments,OnCarriageTransportModeId,NULL,0
Shipments,OnCarriageToPortId,NULL,0
Shipments,OnCarriageVesselId,NULL,0
Shipments,OtherPrepaidCollectId,NULL,0
Shipments,PreCarriageFromPortId,NULL,0
Shipments,PreCarriageCarrierId,NULL,0
Shipments,PreCarriageToPortId,NULL,0
Shipments,PreCarriageVesselId,NULL,0
Shipments,ProfitCurrencyId,NULL,0
Shipments,ShipperAddressId,NULL,0
Shipments,CarrierLastStatusCode,NULL,0
Shipments,BranchId,NULL,0
Shipments,ShipperId,NULL,0
Shipments,CustomAgentImportId,NULL,0
Shipments,ConsigneeId,NULL,0
Shipments,Notify1Id,NULL,0
