DXML File,LXML File,Element Type,DXML Element Name,LXML Element Name,Attribute Type,DXML Attribute Value,LXML Attribute Value
DeclarationPaymentMethod.dxml,DeclarationPaymentMethod.lxml,Table,DeclarationPaymentMethods,DeclarationPaymentMethods,Schema,Customs,
DeclarationPaymentMethod.dxml,DeclarationPaymentMethod.lxml,Relation,DeclarationId,DeclarationId,Referenced Table Schema,Customs,
DeclarationPaymentMethod.dxml,DeclarationPaymentMethod.lxml,Relation,PayerActivityTypeCode,PayerActivityTypeCode,Referenced Table Schema,Customs,
DeclarationPaymentMethod.dxml,DeclarationPaymentMethod.lxml,Relation,MethodTypeCode,MethodTypeCode,Referenced Table Schema,Customs,
DeclarationPaymentMethod.dxml,DeclarationPaymentMethod.lxml,Relation,BankCode,BankCode,Referenced Table Schema,Customs,
DeclarationPaymentMethod.dxml,DeclarationPaymentMethod.lxml,Relation,InternalBankId,InternalBankId,Referenced Table Schema,Customs,
DeclarationPaymentMethod.dxml,DeclarationPaymentMethod.lxml,Relation,CustomsBranchId,CustomsBranchId,Referenced Table Schema,Customs,
DeclarationPaymentProtest.dxml,DeclarationPaymentProtest.lxml,Table,DeclarationPaymentProtests,DeclarationPaymentProtests,DBType,Main,
DeclarationPaymentProtest.dxml,DeclarationPaymentProtest.lxml,Table,DeclarationPaymentProtests,DeclarationPaymentProtests,Schema,Customs,
DeclarationPaymentProtest.dxml,DeclarationPaymentProtest.lxml,Relation,DeclarationId,DeclarationId,Referenced Table Schema,Customs,
DeclarationPaymentProtest.dxml,DeclarationPaymentProtest.lxml,Relation,ProtestTypeCode,ProtestTypeCode,Referenced Table Schema,Customs,
DeclarationPending.dxml,DeclarationPending.lxml,Table,DeclarationPendings,DeclarationPendings,DBType,Main,
DeclarationPending.dxml,DeclarationPending.lxml,Table,DeclarationPendings,DeclarationPendings,Schema,Customs,
DeclarationPending.dxml,DeclarationPending.lxml,Relation,DeclarationID,DeclarationID,Referenced Table Schema,Customs,
DeclarationPending.dxml,DeclarationPending.lxml,Relation,CourierPendingReasonCode,CourierPendingReasonCode,Referenced Table Schema,Customs,
DeclarationStatementType.dxml,DeclarationStatementType.lxml,Table,DeclarationStatementTypes,DeclarationStatementTypes,DBType,Main,
